,Unnamed: 0,Unnamed: 0.1,roles,companies,locations,experience,skills,skill index,min_experience,max_experience,avg_experience,labels
3744,4018,4031,Machine Learning Expert,BRANE ENTERPRISES PRIVATE LIMITED,'Hyderabad',3-8 ,"'it skills', 'python', 'data science'",-1.0,3,8,5.5,2
3766,4042,4055,Machine Learning Engineer - CI/CD Pipeline,Intelizest Consulting,'Chennai',9-14 ,"'data science', 'machine learning', 'it skills', 'java', 'python'",-1.0,9,14,11.5,2
3771,4047,4060,Machine Learning Expert,Wavelabs,'Hyderabad',4-8 ,"'it skills', 'python', 'machine learning'",-1.0,4,8,6.0,2
3772,4049,4062,Machine Learning Operations (ML_Ops),ValueLabs,'Hyderabad',4-8 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,4,8,6.0,2
3773,4050,4063,Tech Architect- Machine Learning,V2Solutions,'Mumbai',10-14 ,"'it skills', 'python', 'machine learning', 'sql'",-1.0,10,14,12.0,2
3782,4061,4074,Python Developer - Machine Learning (H1B - FY22),Savvysoft Technologies Pvt. Ltd.,'USA',6-9 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,6,9,7.5,2
3783,4062,4075,Machine learning/Deep Learning Engineer Noida/Faridabad,Obox HR Solutions Private Limited,"'Noida', 'Faridabad'",4-9 ,"'artificial intelligence', 'python', 'it skills', 'machine learning', 'data science'",-1.0,4,9,6.5,2
3795,4074,4087,Software Engineer - Machine Learning,quora,'Mumbai',5-10 ,"'python', 'machine learning', 'it skills'",-1.0,5,10,7.5,2
3796,4075,4088,Machine Learning Data Science Practitioner (MNC),Krazy Mantra HR Solutions Pvt. Ltd,'Bangalore',12-22 ,"'data science', 'machine learning', 'it skills', 'java'",-1.0,12,22,17.0,2
3806,4085,4098,Machine Learning/NLP Expert,Busibud Solutions Pvt Ltd,'Chandigarh',1-2 ,"'r', 'python', 'it skills', 'machine learning'",1.0,1,2,1.5,2
3810,4089,4102,Senior Data Scientist,Fractal Analytics,"'Gurgaon', ' Bangalore', 'Mumbai'",5-10 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence', 'r'",-1.0,5,10,7.5,2
3811,4090,4103,5.1 To 7 years of exp. For Machine Learning and Python exp,CAREER VISION SOLUTIONS,'Hyderabad',5-7 ,"'machine learning', 'python', 'it skills'",-1.0,5,7,6.0,2
3823,4102,4121,Data Engineer - VCA Data Engineering,Visa,'Bangalore',0-3 ,"'it skills', 'python', 'data science', 'big data'",-1.0,0,3,1.5,2
3825,4104,4123,Artificial Intelligence Engineer,Allegis Services India Pvt. Ltd.,"'Noida', ' Kolkata', ' Hyderabad', ' Pune', ' Chennai', ' Bangalore', ' Delhi ', ' Trivandrum', 'Mumbai'",6-11 ,"'it skills', 'python', 'machine learning', 'r'",-1.0,6,11,8.5,2
3830,4109,4128,Data Engineer,Techginia Global Private Limited,'Gurgaon',3-5 ,"'sql', 'it skills', 'python', 'machine learning'",-1.0,3,5,4.0,2
3833,4112,4131,Technical Architect/ Data Scientist,DMI Innovations Pvt. Ltd,"'Noida', ' Pune', ' Chennai', 'Bangalore'",8-13 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,8,13,10.5,2
3835,4114,4133,Lead Data Scientist,NAVIKENZ INDIA PRIVATE LIMITED,"'Hyderabad', ' Bangalore', 'Delhi'",5-10 ,"'machine learning', 'data science', 'it skills', 'java', 'python'",-1.0,5,10,7.5,2
3836,4115,4134,Data Scientist (Consumer Industries),Digilytics AI,'Gurgaon',4-7 ,"'data science', 'machine learning', 'it skills', 'python', 'r'",-1.0,4,7,5.5,2
3847,4126,4145,Senior Project Engineer - Computer Vision/ Deep Learning,e-con Systems,'Chennai',3-4 ,"'it skills', 'python', 'machine learning'",-1.0,3,4,3.5,2
3865,4144,4163,Data Analyst / Data Scientist,GUS Global Services,'Gurgaon',3-4 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,3,4,3.5,2
3873,4154,4173,Associate Principal Engineer (Datawarehouse),Nagarro,'Remote',9-12 ,"'it skills', 'python', 'machine learning'",-1.0,9,12,10.5,2
3874,4155,4174,Data Scientist - Deep Learning Solutions,Huquo Consulting Pvt. Ltd,"'Noida', ' Pune', ' Gurgaon', 'Bangalore'",1-6 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,1,6,3.5,2
